Altitude
15.5358
15.622
15.7157
15.8168
15.9253
16.0412
16.1643
16.2947
16.4322
16.5769
16.7286
16.8873
17.0528
17.2252
17.4044
17.5903
17.7828
17.9818
18.1873
18.3992
18.6175
18.8419
19.0725
19.3091
19.5516
19.8001
20.0542
20.314
20.5794
20.8501
21.1262
21.4075
21.6939
21.9853
22.2815
22.5825
22.8882
23.1983
23.5129
23.8318
24.1548
24.4819
24.813
25.1479
25.4865
25.8288
26.1746
26.5238
26.8763
27.232
27.5908
27.9525
28.317
28.6843
29.0542
29.4266
29.8013
30.1783
30.5574
30.9385
31.3214
31.7061
32.0924
32.4802
32.8694
33.2598
33.6514
34.044
34.4376
34.832
35.2271
35.6227
36.0189
36.4155
36.8124
37.2095
37.6067
38.0039
38.401
38.7979
39.1944
39.5906
39.9863
40.3814
40.7757
41.1692
41.5617
41.9532
42.3436
42.7326
43.1203
43.5066
43.8912
44.2741
44.6553
45.0346
45.4119
45.7872
46.1603
46.5311
46.8996
47.2657
47.6293
47.9903
48.3487
48.7043
49.057
49.4069
49.7537
50.0975
50.4381
50.7754
51.1094
51.4399
51.7668
52.0902
52.4098
52.7255
53.0374
53.3453
53.649
53.9486
54.2439
54.5349
54.8214
55.1034
55.3808
55.6535
55.9214
56.1846
56.4428
56.696
56.9443
57.1873
57.4252
57.6579
57.8852
58.1071
58.3235
58.5344
58.7396
58.9391
59.1328
59.3207
59.5026
59.6785
59.8484
60.0121
60.1696
60.3208
60.4657
60.6042
60.7363
60.8619
60.9809
61.0934
61.1992
61.2984
61.3908
61.4765
61.5555
61.6277
61.693
61.7515
61.8032
61.848
61.8858
61.9168
61.9408
61.9578
61.9679
61.971
61.9672
61.9564
61.9386
61.9139
61.8823
61.8438
61.7984
61.7462
61.6872
61.6213
61.5487
61.4694
61.3834
61.2908
61.1916
61.0859
60.9737
60.8551
60.7301
60.5988
60.4612
60.3174
60.1675
60.0114
59.8493
59.6812
59.5071
59.3272
59.1415
58.95
58.7529
58.5502
58.342
58.1284
57.9094
57.6852
57.4557
57.2212
56.9816
56.737
56.4875
56.2333
55.9743
55.7108
55.4426
55.17
54.8929
54.6116
54.326
54.0362
53.7423
53.4444
53.1424
52.8366
52.5269
52.2135
51.8964
51.5757
51.2515
50.9239
50.593
50.2588
49.9214
49.581
49.2377
48.8914
48.5423
48.1905
47.8361
47.4792
47.1198
46.758
46.394
46.0279
45.6596
45.2893
44.9171
44.5431
44.1673
43.7899
43.4108
43.0301
42.6481
42.2647
41.88
41.4941
41.1072
40.7193
40.3306
39.941
39.5509
39.1601
38.7689
38.3774
37.9856
37.5936
37.2016
36.8097
36.418
36.0265
35.6355
35.2449
34.8549
34.4657
34.0773
33.6897
33.3032
32.9178
32.5336
32.1507
31.7692
31.3892
31.0107
30.6341
30.2592
29.8863
29.5155
29.1469
28.7805
28.4166
28.0553
27.6966
27.3407
26.9876
26.6376
26.2908
25.9471
25.6069
25.2701
24.937
24.6076
24.282
23.9604
23.6428
23.3294
23.0203
22.7155
22.4153
22.1195
21.8285
21.5423
21.2609
20.9845
20.7133
20.4473
20.1866
19.9314
19.6817
19.4376
19.1993
18.9669
18.7403
18.5199
18.3056
18.0975
17.8957
17.7003
17.5115
17.3292
17.1536
16.9847
16.8226
16.6675
16.5192
16.378
16.2438
16.1167
15.9967
15.884
15.7786
15.6805
15.5898
15.5065
15.4307
15.3624
15.3016
15.2484
15.2029
15.1649
15.1346
15.112
15.0971
15.0898
15.0903
15.0984
15.1142
15.1378
15.169
15.2078
15.2544
15.3085
15.3703
15.4396
